DscClasseConsumo,SigUF,SigTipoGeracao,periodo,TotalEmpreendimentos
Residencial,RO,UFV,2023-02,385
Comercial,RN,UFV,2023-02,248
Comercial,MS,UFV,2023-02,143
Rural,GO,UFV,2023-02,1
Rural,PR,UFV,2023-02,1
Comercial,PB,UFV,2023-02,115
Rural,MS,UFV,2023-02,180
Comercial,RO,UFV,2023-02,70
Iluminação pública,RN,UFV,2023-02,2
Rural,PB,UFV,2023-02,37
Comercial,SP,UFV,2023-02,1
Rural,RN,UFV,2023-02,78
Residencial,SP,UFV,2023-02,13
Comercial,GO,UFV,2023-03,3
Comercial,RO,UFV,2023-03,69
Comercial,PB,UFV,2023-03,157
Residencial,PB,UFV,2023-03,492
Rural,RN,UFV,2023-03,77
Poder Público,PB,UFV,2023-03,17
Industrial,RN,UFV,2023-03,12
Rural,GO,UFV,2023-03,3
Residencial,GO,UFV,2023-03,6
Residencial,MS,UFV,2023-03,160
Rural,ES,UFV,2023-03,202
Poder Público,ES,UFV,2023-03,12
Rural,ES,UTE,2023-03,1
Residencial,SP,UFV,2023-03,33
Rural,SP,UFV,2023-03,2
Residencial,ES,UFV,2023-03,577
Comercial,RN,UFV,2023-03,233
Poder Público,RO,UFV,2023-03,14
Industrial,ES,UFV,2023-03,14
Comercial,SP,UFV,2023-03,4
Comercial,MS,UFV,2023-03,12
Residencial,RO,UFV,2023-03,404
Poder Público,RN,UFV,2023-03,6
Residencial,RN,UFV,2023-03,1347
Industrial,MS,UFV,2023-03,4
Rural,PB,UFV,2023-03,50
Rural,PE,UFV,2023-03,1
Rural,MS,UFV,2023-03,21
Comercial,ES,UFV,2023-03,91
Industrial,PB,UFV,2023-03,11
Industrial,RO,UFV,2023-03,8
Rural,RO,UFV,2023-03,131
Poder Público,ES,UFV,2023-04,31
Poder Público,PB,UFV,2023-04,8
Serviço Público,RN,UFV,2023-04,1
Residencial,ES,UFV,2023-04,866
Rural,PB,UFV,2023-04,28
Comercial,PB,UFV,2023-04,97
Poder Público,RN,UFV,2023-04,2
Rural,RN,UFV,2023-04,37
Residencial,RN,UFV,2023-04,830
Comercial,RN,UFV,2023-04,160
Comercial,RO,UFV,2023-04,39
Rural,RO,UFV,2023-04,81
Rural,ES,UFV,2023-04,367
Industrial,PB,UFV,2023-04,17
Industrial,ES,UFV,2023-04,27
Residencial,RO,UFV,2023-04,247
Industrial,RN,UFV,2023-04,7
Comercial,ES,UFV,2023-04,140
Residencial,SP,UFV,2023-04,6
Residencial,PB,UFV,2023-04,390
Industrial,PB,UFV,2023-05,51
Comercial,RO,UFV,2023-05,59
Residencial,RN,UFV,2023-05,957
Residencial,ES,UFV,2023-05,940
Rural,PB,UFV,2023-05,41
Poder Público,RN,UFV,2023-05,4
Rural,RO,UFV,2023-05,105
Industrial,ES,UFV,2023-05,36
Comercial,ES,UFV,2023-05,197
Residencial,RO,UFV,2023-05,270
Comercial,RN,UFV,2023-05,168
Residencial,SP,UFV,2023-05,3
Poder Público,PB,UFV,2023-05,2
Industrial,PR,UFV,2023-05,1
Residencial,PB,UFV,2023-05,394
Residencial,MG,UFV,2023-05,1
Rural,ES,UFV,2023-05,370
Comercial,PB,UFV,2023-05,127
Poder Público,ES,UFV,2023-05,16
Rural,PR,UFV,2023-05,1
Rural,RN,UFV,2023-05,51
Industrial,RN,UFV,2023-05,8
Residencial,GO,UFV,2023-05,1
Industrial,ES,UFV,2023-06,7
Rural,ES,UFV,2023-06,62
Rural,PB,UFV,2023-06,7
Poder Público,PB,UFV,2023-06,4
Comercial,ES,UFV,2023-06,16
Comercial,PB,UFV,2023-06,24
Residencial,RO,UFV,2023-06,87
Comercial,RO,UFV,2023-06,13
Residencial,PB,UFV,2023-06,98
Residencial,ES,UFV,2023-06,106
Rural,RO,UFV,2023-06,28
Industrial,PB,UFV,2023-06,2
